alphanumiso;material_id;Concentration;UsedSource;CountryID;CommodityID
NZL554;Me.Cu;0.0101;9;NZ;17
PER604;Me.Hg;0.0105;99;PE;26
PHL608;Me.Hg;0.0105;99;PH;26
PHL608;Me.Ir;1.00E-05;120;PH;30
PHL608;Me.Os;1.00E-05;120;PH;30
PHL608;Me.Pd;1.00E-05;120;PH;30
PHL608;Me.Pt;1.00E-05;120;PH;30
PHL608;Me.Rh;1.00E-05;120;PH;30
PHL608;Me.Ru;1.00E-05;120;PH;30
PAK586;Me.Ag;3.00E-04;106;PK;34
PRT620;Me.Sb;0.05;120;PT;8
RUS643;Nm.S;0.1;250;RU;89
SVK703;Me.Hg;0.0105;99;SK;26
SSD728;Me.Au;4.00E-06;106;SS;20
SUN810;Nm.dig;6.98E-07;250;SU;74
SUN810;Nm.dii;6.98E-07;250;SU;75
SUN810;Nm.S;0.1;250;SU;89
TUN788;Me.Hg;0.0105;99;TN;26
TUR792;Nm.S;0.1;250;TR;89
TZA834;Me.Sn;0.015;99;TZ;37
TZA834;Me.W;0.00515;99;TZ;39
TZA834;Nm.dig;6.53E-08;250;TZ;74
UKR804;Nm.S;0.1;250;UA;89
UGA800;Me.Cu;0.0099;9;UG;17
VEN862;Nm.dig;3.01E-07;250;VE;74
VNM704;Me.Sb;0.05;120;VN;8
VNM704;Me.Ni;0.03;120;VN;28
VNM704;Me.Ce;0.03;50;VN;31
VNM704;Me.Dy;0.03;50;VN;31
VNM704;Me.Er;0.03;50;VN;31
VNM704;Me.Eu;0.03;50;VN;31
VNM704;Me.Gd;0.03;50;VN;31
VNM704;Me.Ho;0.03;50;VN;31
VNM704;Me.La;0.03;50;VN;31
VNM704;Me.Lu;0.03;50;VN;31
VNM704;Me.Nd;0.03;50;VN;31
VNM704;Me.Pr;0.03;50;VN;31
VNM704;Me.Pm;0.03;50;VN;31
VNM704;Me.Sm;0.03;50;VN;31
VNM704;Me.Sc;0.03;50;VN;31
VNM704;Me.Tb;0.03;50;VN;31
VNM704;Me.Tm;0.03;50;VN;31
VNM704;Me.Yb;0.03;50;VN;31
VNM704;Me.Y;0.03;50;VN;31
POL616;Nm.S;0.1;250;PL;89
UNK000;Me.Ni;0.012;21;XK;28
SCG891;Me.Al;0.353666667;250;XS;10
SCG891;Me.Cu;0.0041;21;XS;17
SCG891;Me.Au;6.00E-06;21;XS;20
SCG891;Me.Ni;0.012;21;XS;28
SCG891;Me.Ir;1.00E-05;"120";XS;30
SCG891;Me.Os;1.00E-05;"120";XS;30
SCG891;Me.Pd;1.00E-05;"120";XS;30
SCG891;Me.Pt;1.00E-05;"120";XS;30
SCG891;Me.Rh;1.00E-05;"120";XS;30
SCG891;Me.Ru;1.00E-05;"120";XS;30
SCG891;Me.Ag;3.00E-04;106;XS;34
ZAF710;Me.W;0.00515;99;ZA;39
